Unique Student Key,Sport,Season,Term,Unique Section Key by Term,Subject,Course Number,Credits,Grade,Grade Points,Living,Graduated,Home State
351416,G,IN,201110,19444,056,CCM,3,B,3,YY,Y,MD
351416,G,IN,201110,20716,129,CCY,4,B,3,YY,Y,MD
351542,M,WI,201110,19478,056,CCM,3,B,3,YY,Y,OH
351542,M,WI,201110,21886,009,CCY,4,B,3,YY,Y,OH
351552,S,IN,201110,31456,102,CPX,4,B,3,YY,Y,NY
351552,S,IN,201110,30614,012,YXX,4,B,3,YY,Y,NY
351552,S,IN,201110,19456,056,CCM,3,B,3,YY,Y,NY
351950,P,IN,201110,18762,121,CYY,4,B,3,YY,Y,NY
352036,G,IN,201110,19514,056,CCM,3,B,3,YY,Y,MD
352152,M,WI,201110,18748,121,CYM,1,B,3,YY,N,NY
352152,M,WI,201110,25200,121,CYY,4,B,3,YY,N,NY
352594,R,OU,201110,21858,057,CCL,3,B,3,YY,N,PA
361796,D,OU,201110,30912,053,CMD,3,B,3,XX,Y,PA
361796,L,WI,201110,30912,053,CMD,3,B,3,XX,Y,PA
366760,Y,WI,201110,19456,056,CCM,3,B,3,YY,Y,NJ
366792,R,OU,201110,19516,056,CCM,3,B,3,YY,Y,PA
366792,R,OU,201110,18758,121,CYY,4,B,3,YY,Y,PA
367016,E,OU,201110,19446,056,CCM,3,B,3,YY,Y,FL
367016,E,OU,201110,28586,048,CAL,3,B,3,YY,Y,FL
367016,E,OU,201110,21914,140,CCM,4,B,3,YY,Y,FL
368640,L,WI,201110,19390,053,CYY,3,B,3,YY,N,VT
370874,V,IN,201110,25200,121,CYY,4,B,3,YY,Y,PA
371920,Y,WI,201110,19712,140,CYM,4,B,3,YY,Y,NJ
373486,F,IN,201110,31028,048,CMP,3,B,3,YY,Y,CT
373970,M,WI,201110,19500,056,CCM,3,B,3,YY,N,PA
374274,W,WI,201110,23738,056,CCM,3,B,3,YY,Y,NY
374328,P,IN,201110,20718,129,YCX,4,B,3,YY,Y,NJ
377854,P,IN,201110,28990,129,YLH,4,*B,3,YY,Y,PA
377854,P,IN,201110,28270,019,CAY,3,*B,3,YY,Y,PA
380224,M,WI,201110,28552,048,CMP,3,B,3,YY,Y,NY
380224,M,WI,201110,19390,053,CYY,3,B,3,YY,Y,NY
382290,P,IN,201110,30732,029,CHC,4,B,3,YY,Y,AK
382290,P,IN,201110,22462,057,CCY,3,B,3,YY,Y,AK
382966,S,IN,201110,29894,056,CCM,3,B,3,YY,Y,NJ
385464,Z,OU,201110,24962,048,CCY,4,B,3,YY,Y,IL
385464,Z,OU,201110,32452,056,CCM,3,B,3,YY,Y,IL
386736,G,IN,201110,18764,121,CYY,4,B,3,YY,Y,MD
386736,G,IN,201110,18742,121,CYM,1,B,3,YY,Y,MD
387430,P,IN,201110,19442,056,CCM,3,B,3,YY,Y,NJ
388432,L,WI,201110,19446,056,CCM,3,B,3,YY,N,NJ
388432,L,WI,201110,30734,029,CHC,4,B,3,YY,N,NJ
388444,S,IN,201110,20028,102,CMH,4,B,3,YY,Y,WA
389340,E,OU,201110,31442,001,YPE,4,B,3,YY,Y,TX
390742,E,OU,201110,19450,056,CCM,3,B,3,YY,N,PA
394262,X,IN,201110,30790,068,CCY,4,B,3,YY,Y,IL
411056,J,WI,201110,19490,056,CCM,3,B,3,YY,Y,PA
411056,J,WI,201110,19878,057,CCY,3,B,3,YY,Y,PA
411676,J,WI,201110,25060,097,YCY,3,B,3,YY,Y,CA
141179996,R,OU,201110,32368,085,HMA,3,B,3,XX,Y,PA
141179996,R,OU,201110,31766,120,YHH,4,B,3,XX,Y,PA
141186474,B,WI,201110,19600,078,CYM,4,B,3,YY,Y,PA
141198848,A,IN,201110,28216,025,HEY,3,B,3,XX,Y,NJ
141198848,A,IN,201110,31476,025,MXM,2,B,3,XX,Y,NJ
141199054,A,IN,201110,31766,120,YHH,4,B,3,XX,Y,PA
141199282,N,WI,201110,32304,022,HME,1,B,3,XX,Y,PA
141199282,N,WI,201110,32038,145,HMH,4,B,3,XX,Y,PA
141207188,A,IN,201110,30376,131,CCL,4,B,3,XX,Y,PA
141207188,A,IN,201110,21100,111,HDX,3,B,3,XX,Y,PA
141210438,G,IN,201110,19866,097,MCM,3,B,3,XX,Y,MD
141210676,V,IN,201110,32458,131,YPL,4,B,3,XX,Y,VA
141210808,G,IN,201110,26872,063,YML,3,B,3,XX,Y,MD
141217550,J,WI,201110,31878,078,CCX,4,B,3,XX,Y,NJ
141217550,J,WI,201110,31642,026,MCH,2,B,3,XX,Y,NJ
141219960,A,IN,201110,31584,063,HMD,3,B,3,XX,Y,PA
141241448,U,OU,201110,19912,109,HCY,3,B,3,XX,Y,CA
141255606,T,IN,201110,19912,109,HCY,3,B,3,XX,Y,NJ
141255606,T,IN,201110,30376,131,CCL,4,B,3,XX,Y,NJ
141257596,A,IN,201110,19868,097,MCM,3,B,3,XX,Y,PA
141267454,D,OU,201110,21182,043,MEM,3,B,3,XX,Y,NY
141267454,D,OU,201110,28348,022,CCL,1,B,3,XX,Y,NY
141267454,L,WI,201110,28348,022,CCL,1,B,3,XX,Y,NY
141267454,L,WI,201110,18702,121,CMY,4,B,3,XX,Y,NY
141267454,L,WI,201110,21182,043,MEM,3,B,3,XX,Y,NY
141267454,L,WI,201110,30376,131,CCL,4,B,3,XX,Y,NY
141267454,D,OU,201110,30376,131,CCL,4,B,3,XX,Y,NY
141267454,D,OU,201110,18702,121,CMY,4,B,3,XX,Y,NY
141268116,E,OU,201110,31766,120,YHH,4,B,3,YY,Y,FL
141274228,A,IN,201110,32182,129,HDC,4,B,3,XX,Y,PA
141274228,A,IN,201110,32304,022,HME,1,B,3,XX,Y,PA
141279372,E,OU,201110,21450,105,YCA,3,B,3,YY,Y,PA
141279372,E,OU,201110,21602,025,MPC,3,B,3,YY,Y,PA
141288354,S,IN,201110,23698,111,HDX,3,B,3,XX,Y,PA
141292516,J,WI,201110,30826,124,HLM,4,B,3,XX,Y,NJ
141292570,R,OU,201110,19912,109,HCY,3,B,3,XX,Y,MD
141292720,R,OU,201110,28848,079,YPD,4,B,3,XX,Y,NJ
141296072,A,IN,201110,30376,131,CCL,4,B,3,XX,Y,PA
141299320,F,IN,201110,19156,003,HYE,3,B,3,XX,Y,NJ
141305320,E,OU,201110,20116,111,HYP,3,B,3,XX,Y,PA
141307356,E,OU,201110,32104,111,HHM,3,B,3,YY,Y,NJ
141316972,E,OU,201110,30098,105,MLL,3,B,3,YY,Y,DE
141324152,J,WI,201110,31766,120,YHH,4,B,3,XX,Y,PA
141324152,J,WI,201110,31480,025,HMY,3,B,3,XX,Y,PA
141324152,J,WI,201110,31824,025,HHL,3,B,3,XX,Y,PA
141324734,Y,WI,201110,31964,078,HLY,4,B,3,XX,Y,NY
141334972,A,IN,201110,31886,078,CAP,4,B,3,XX,N,PA
141338324,E,OU,201110,29822,109,HMD,3,B,3,YY,Y,NJ
141339420,Y,WI,201110,32184,129,HDH,4,B,3,XX,Y,FL
141339420,Q,OU,201110,32184,129,HDH,4,B,3,XX,Y,FL
141340118,P,IN,201110,21596,025,MXL,2,B,3,YY,Y,NY
141340118,P,IN,201110,21608,025,HMH,3,B,3,YY,Y,NY
141340118,P,IN,201110,30794,025,MCM,3,B,3,YY,Y,NY
141340300,E,OU,201110,30948,044,CPE,4,B,3,XX,Y,GA
141341032,E,OU,201110,19156,003,HYE,3,B,3,YY,Y,PA
141341032,E,OU,201110,21284,129,YMY,4,B,3,YY,Y,PA
141341032,E,OU,201110,26900,063,HHC,3,B,3,YY,Y,PA
141341032,E,OU,201110,20056,120,CCY,4,B,3,YY,Y,PA
141341138,E,OU,201110,31932,079,HPE,4,B,3,YY,Y,NV
141344290,B,WI,201110,30376,131,CCL,4,B,3,XX,Y,NY
141344290,B,WI,201110,19676,090,HEY,4,B,3,XX,Y,NY
141375896,R,OU,201110,19714,140,CYM,4,B,3,XX,Y,PA
141375896,R,OU,201110,32304,022,HME,1,B,3,XX,Y,PA
141376054,N,WI,201110,27408,053,CCA,1,*B,3,XX,Y,PA
141376178,W,WI,201110,30376,131,CCL,4,B,3,XX,Y,FL
141376498,H,OU,201110,18836,026,MYY,3,B,3,XX,Y,PA
141376588,W,WI,201110,19864,097,MCY,3,B,3,XX,Y,NJ
141376588,W,WI,201110,32118,109,MAH,3,B,3,XX,Y,NJ
141381466,Y,WI,201110,21886,009,CCY,4,B,3,XX,Y,NY
141381570,N,WI,201110,19026,011,YAH,6,B,3,YY,Y,NJ
141381712,L,WI,201110,20050,111,HYM,3,B,3,YY,Y,NJ
141381712,L,WI,201110,21132,048,YAE,3,B,3,YY,Y,NJ
141381712,L,WI,201110,19864,097,MCY,3,B,3,YY,Y,NJ
141381718,E,OU,201110,26980,020,HHH,3,B,3,XX,Y,NJ
141381718,E,OU,201110,32056,134,YDE,3,B,3,XX,Y,NJ
141382046,N,WI,201110,19062,022,MYY,3,B,3,XX,Y,OH
141394618,E,OU,201110,19164,003,HMA,3,B,3,YY,Y,NJ
141395670,E,OU,201110,29484,043,CYE,1,B,3,XX,Y,PA
141395670,E,OU,201110,31816,012,YLM,4,B,3,XX,Y,PA
141395954,E,OU,201110,31952,124,YCH,4,B,3,XX,Y,FL
141395954,E,OU,201110,27306,124,HAD,4,B,3,XX,Y,FL
141396228,Q,OU,201110,30898,060,CCY,4,B,3,XX,Y,PA
141396228,Y,WI,201110,30898,060,CCY,4,B,3,XX,Y,PA
141396296,E,OU,201110,32296,134,HCP,3,B,3,XX,Y,MI
141396296,E,OU,201110,31766,120,YHH,4,B,3,XX,Y,MI
141396400,L,WI,201110,28114,105,MLM,3,B,3,XX,Y,NJ
141396400,L,WI,201110,18858,046,YEM,1,B,3,XX,Y,NJ
141396790,E,OU,201110,32058,134,YDE,3,B,3,XX,Y,FL
141396790,E,OU,201110,29268,120,MHL,4,B,3,XX,Y,FL
141396790,E,OU,201110,32102,111,HXM,3,B,3,XX,Y,FL
141397504,Y,WI,201110,31880,048,HHP,3,B,3,XX,Y,TX
141400708,B,WI,201110,20116,111,HYP,3,B,3,XX,Y,NJ
141400900,P,IN,201110,28372,022,CCL,1,B,3,YY,Y,NJ
141400952,H,OU,201110,20116,111,HYP,3,B,3,YY,N,TX
141400952,H,OU,201110,20050,111,HYM,3,B,3,YY,N,TX
141401044,L,WI,201110,30718,056,YPD,4,B,3,XX,Y,MA
141401044,L,WI,201110,25060,097,YCY,3,B,3,XX,Y,MA
141404664,E,OU,201110,31766,120,YHH,4,B,3,YY,Y,NJ
141405648,Y,WI,201110,30922,035,YXE,4,B,3,YY,Y,DE
141405664,R,OU,201110,18782,121,CMM,1,B,3,YY,Y,NJ
141405768,N,WI,201110,32038,145,HMH,4,B,3,YY,Y,PA
141405916,U,OU,201110,18934,101,CHH,3,B,3,YY,Y,OH
141405916,U,OU,201110,27966,017,MYC,4,B,3,YY,Y,OH
141405916,U,OU,201110,32264,106,CYM,3,B,3,YY,Y,OH
141405916,U,OU,201110,18960,101,MCL,3,B,3,YY,Y,OH
141406014,R,OU,201110,26968,111,YYY,3,B,3,YY,Y,PA
141406164,S,IN,201110,19126,003,YLY,3,B,3,YY,Y,IL
141408478,E,OU,201110,21144,048,YAE,3,B,3,XX,Y,OH
141408496,E,OU,201110,32054,134,YDE,3,B,3,XX,Y,FL
141442284,W,WI,201110,28882,087,MAL,4,B,3,YY,Y,GA
141442322,Y,WI,201110,28972,140,YLY,4,B,3,YY,Y,MA
141442330,P,IN,201110,24178,064,CCM,4,B,3,YY,Y,CA
141452068,W,WI,201110,28926,078,CAM,4,B,3,YY,Y,NY
141452902,H,OU,201110,21312,140,CYY,4,B,3,YY,Y,IL
141459844,E,OU,201110,19916,102,CCL,3,B,3,YY,Y,NJ
141459844,E,OU,201110,22230,117,YEA,3,B,3,YY,Y,NJ
141459962,E,OU,201110,32152,087,CYC,4,B,3,YY,Y,NY
141460184,G,IN,201110,20056,120,CCY,4,B,3,YY,Y,NY
141460204,G,IN,201110,22920,078,CYM,4,B,3,YY,Y,NY
141460204,G,IN,201110,20104,124,CCY,4,B,3,YY,Y,NY
141460566,H,OU,201110,31744,014,CEX,4,B,3,YY,Y,ME
141460610,J,WI,201110,26878,063,YML,3,B,3,YY,Y,MA
141460630,U,OU,201110,26886,063,YML,3,B,3,YY,Y,NJ
141460652,E,OU,201110,22230,117,YEA,3,B,3,YY,Y,PA
141460652,E,OU,201110,30960,044,CPL,2,B,3,YY,Y,PA
141460944,W,WI,201110,21054,121,CMM,1,B,3,YY,Y,RI
141460944,W,WI,201110,18702,121,CMY,4,B,3,YY,Y,RI
141461438,W,WI,201110,28358,022,CCL,1,B,3,YY,Y,NY
141461800,R,OU,201110,31278,056,YPY,4,B,3,YY,Y,NJ
141462970,W,WI,201110,30664,078,YYC,4,B,3,YY,Y,PA
141466274,H,OU,201110,32154,087,CXA,4,B,3,YY,Y,IA
141466482,B,WI,201110,31704,131,CEX,4,B,3,YY,Y,MI
141466662,J,WI,201110,32098,111,YYY,3,B,3,YY,Y,NJ
141466722,B,WI,201110,25060,097,YCY,3,B,3,YY,Y,OH
141467066,Y,WI,201110,19126,003,YLY,3,B,3,YY,Y,NJ
141467206,Y,WI,201110,30912,053,CMD,3,B,3,YY,Y,MA
141467302,Y,WI,201110,25038,044,CLH,4,B,3,YY,Y,ME
141467386,L,WI,201110,32310,063,YML,3,B,3,YY,Y,NJ
141467386,L,WI,201110,27324,120,YCC,4,B,3,YY,Y,NJ
141467474,E,OU,201110,26868,063,YML,3,B,3,YY,Y,MD
141467802,G,IN,201110,20572,056,CCM,3,B,3,YY,Y,NY
141468048,G,IN,201110,29892,056,CCM,3,B,3,YY,Y,PA
141468726,U,OU,201110,30770,029,YYH,1,B,3,YY,Y,VA
141469264,G,IN,201110,25258,019,CAY,3,B,3,YY,Y,PA
141469264,G,IN,201110,32150,074,CYC,4,B,3,YY,Y,PA
141469304,P,IN,201110,19084,012,CCM,4,B,3,YY,Y,NJ
141469304,P,IN,201110,19480,056,CCM,3,B,3,YY,Y,NJ
141470342,V,IN,201110,28352,022,CCL,1,B,3,YY,Y,CA
141470382,P,IN,201110,20076,102,CXE,2,B,3,YY,Y,NJ
141470572,A,IN,201110,20786,145,CCY,4,B,3,YY,Y,IL
141471156,B,WI,201110,24956,003,YLM,3,B,3,YY,Y,IA
141471156,B,WI,201110,20716,129,CCY,4,B,3,YY,Y,IA
141471432,M,WI,201110,25294,053,CDP,3,B,3,YY,Y,NY
141474080,E,OU,201110,31442,001,YPE,4,B,3,YY,Y,GA
141474190,T,IN,201110,28564,048,CMP,3,B,3,YY,Y,NY
141493670,V,IN,201110,20718,129,YCX,4,B,3,YY,Y,IL
141493670,V,IN,201110,30912,053,CMD,3,B,3,YY,Y,IL
141493682,N,WI,201110,19460,056,CCM,3,B,3,YY,Y,PA
141493682,N,WI,201110,30682,029,CHC,4,B,3,YY,Y,PA
141509848,P,IN,201110,28886,074,CCY,4,B,3,YY,N,CA
141509906,U,OU,201110,18666,029,CHY,4,B,3,YY,Y,CA
141518024,Y,WI,201110,19448,056,CCM,3,B,3,YY,Y,PA
141518270,E,OU,201110,32422,048,CCY,4,B,3,YY,Y,NJ
141518322,G,IN,201110,30686,029,CHC,4,B,3,YY,Y,PA
141518322,G,IN,201110,19456,056,CCM,3,B,3,YY,Y,PA
141518322,G,IN,201110,22470,057,CCY,3,B,3,YY,Y,PA
141520828,E,OU,201110,19480,056,CCM,3,B,3,YY,Y,NJ
141520828,E,OU,201110,18672,121,CCL,4,B,3,YY,Y,NJ
141520922,E,OU,201110,31852,044,CCA,4,B,3,YY,Y,MD
141520922,E,OU,201110,20076,102,CXE,2,B,3,YY,Y,MD
141520922,E,OU,201110,19448,056,CCM,3,B,3,YY,Y,MD
141520948,E,OU,201110,31700,131,CCD,4,B,3,YY,Y,PA
141520948,E,OU,201110,20572,056,CCM,3,B,3,YY,Y,PA
141526062,U,OU,201110,20778,145,CCY,4,B,3,YY,Y,PA
141526302,J,WI,201110,28356,022,CCL,1,B,3,YY,N,PA
141526302,J,WI,201110,19530,056,CCM,3,B,3,YY,N,PA
141526318,E,OU,201110,24002,078,CAM,4,B,3,YY,Y,PA
141526380,E,OU,201110,19714,140,CYM,4,B,3,YY,Y,FL
141526420,E,OU,201110,19468,056,CCM,3,B,3,YY,N,GA
141529324,E,OU,201110,32026,138,YYM,4,B,3,YY,Y,MD
141529410,E,OU,201110,28350,022,CCL,1,B,3,YY,N,FL
141529782,E,OU,201110,19950,048,CCY,4,B,3,YY,N,OH
141529782,E,OU,201110,30736,029,CHC,4,B,3,YY,N,OH
141532060,A,IN,201110,30738,029,CHC,4,B,3,YY,Y,MI
141535800,R,OU,201110,19508,056,CCM,3,B,3,YY,Y,NJ
39068,M,WI,201110,23942,111,HMC,3,B+,3.3,XX,Y,NJ
45886,M,WI,201110,20056,120,CCY,4,B+,3.3,XX,Y,NJ
47838,P,IN,201110,19260,152,CMM,2,B+,3.3,XX,Y,NJ
48198,T,IN,201110,27532,153,ACX,3,B+,3.3,XX,Y,PA
49330,A,IN,201110,20626,019,HMD,3,B+,3.3,XX,Y,PA
49712,J,WI,201110,22194,022,HAD,2,B+,3.3,XX,Y,NJ
49712,J,WI,201110,31736,131,MMY,4,B+,3.3,XX,Y,NJ
49712,J,WI,201110,32366,059,HPX,3,B+,3.3,XX,Y,NJ
51038,U,OU,201110,30390,132,YAM,4,B+,3.3,XX,Y,NY
58780,J,WI,201110,19874,020,HAM,3,B+,3.3,XX,Y,NJ
58780,J,WI,201110,19150,003,HYY,3,B+,3.3,XX,Y,NJ
63922,A,IN,201110,29332,079,YLM,4,B+,3.3,XX,Y,NJ
65550,F,IN,201110,29728,063,HMA,3,B+,3.3,XX,Y,PA
65550,F,IN,201110,19162,003,HMC,3,B+,3.3,XX,Y,PA
68948,R,OU,201110,25678,145,HMX,4,B+,3.3,XX,Y,PA
70250,D,OU,201110,20056,120,CCY,4,B+,3.3,XX,Y,NJ
70250,L,WI,201110,20056,120,CCY,4,B+,3.3,XX,Y,NJ
70252,L,WI,201110,29402,120,YMD,4,B+,3.3,XX,Y,NJ
70252,L,WI,201110,31572,029,AMA,3,B+,3.3,XX,Y,NJ
70252,D,OU,201110,29402,120,YMD,4,B+,3.3,XX,Y,NJ
70252,D,OU,201110,31572,029,AMA,3,B+,3.3,XX,Y,NJ
71548,W,WI,201110,21132,048,YAE,3,B+,3.3,XX,Y,NJ
71548,W,WI,201110,29936,109,MAH,3,B+,3.3,XX,Y,NJ
74844,M,WI,201110,32226,053,HML,4,B+,3.3,XX,Y,PA
76056,B,WI,201110,32102,111,HXM,3,B+,3.3,XX,Y,PA
76898,K,IN,201110,19910,109,HCY,3,B+,3.3,XX,Y,PR
77196,E,OU,201110,19926,109,HCE,3,B+,3.3,XX,Y,PA
77616,E,OU,201110,21584,025,MEM,3,B+,3.3,XX,Y,PA
80082,L,WI,201110,21284,129,YMY,4,B+,3.3,XX,Y,NJ
80082,D,OU,201110,21284,129,YMY,4,B+,3.3,XX,Y,NJ
80082,D,OU,201110,21172,043,MYE,3,B+,3.3,XX,Y,NJ
80082,L,WI,201110,21172,043,MYE,3,B+,3.3,XX,Y,NJ
82744,G,IN,201110,31302,056,HDA,4,B+,3.3,XX,Y,PA
85682,E,OU,201110,20896,152,CCY,4,B+,3.3,XX,Y,FL
85682,E,OU,201110,32176,129,HYH,4,B+,3.3,XX,Y,FL
86054,G,IN,201110,21232,036,YHC,4,B+,3.3,XX,Y,NJ
86054,G,IN,201110,19156,003,HYE,3,B+,3.3,XX,Y,NJ
86054,G,IN,201110,19164,003,HMA,3,B+,3.3,XX,Y,NJ
86054,G,IN,201110,31766,120,YHH,4,B+,3.3,XX,Y,NJ
86284,D,OU,201110,28174,063,HXM,1,B+,3.3,XX,Y,NJ
86284,L,WI,201110,28174,063,HXM,1,B+,3.3,XX,Y,NJ
93756,E,OU,201110,32226,053,HML,4,B+,3.3,YY,Y,PA
95710,J,WI,201110,19158,003,HYE,3,B+,3.3,XX,Y,NY
96216,W,WI,201110,19866,097,MCM,3,B+,3.3,XX,Y,MD
98016,E,OU,201110,31976,009,HXC,4,B+,3.3,XX,Y,FL
98636,M,WI,201110,18836,026,MYY,3,B+,3.3,XX,Y,PA
102774,E,OU,201110,26882,063,YML,3,B+,3.3,YY,Y,NJ
102774,E,OU,201110,19390,053,CYY,3,B+,3.3,YY,Y,NJ
104096,M,WI,201110,19560,056,YMA,4,B+,3.3,XX,Y,MA
104756,D,OU,201110,20582,101,MCE,3,B+,3.3,XX,Y,ME
104756,L,WI,201110,20582,101,MCE,3,B+,3.3,XX,Y,ME
106102,T,IN,201110,19062,022,MYY,3,B+,3.3,XX,Y,MD
106102,T,IN,201110,28014,134,HAC,3,B+,3.3,XX,Y,MD
106102,T,IN,201110,32296,134,HCP,3,B+,3.3,XX,Y,MD
106216,B,WI,201110,30006,105,HXE,3,B+,3.3,XX,Y,WA
106374,H,OU,201110,31880,048,HHP,3,B+,3.3,YY,Y,NC
111344,H,OU,201110,23942,111,HMC,3,B+,3.3,XX,Y,PA
112588,J,WI,201110,21564,025,YYX,2,B+,3.3,XX,Y,NY
112588,J,WI,201110,18708,121,CMM,1,B+,3.3,XX,Y,NY
112588,J,WI,201110,21584,025,MEM,3,B+,3.3,XX,Y,NY
117646,G,IN,201110,19140,003,YLM,3,B+,3.3,YY,Y,NY
121218,B,WI,201110,32108,090,HML,4,B+,3.3,XX,Y,CA
123476,L,WI,201110,19028,085,HHP,3,B+,3.3,XX,Y,PA
123476,L,WI,201110,19016,085,MME,3,B+,3.3,XX,Y,PA
124898,E,OU,201110,31766,120,YHH,4,B+,3.3,YY,Y,PA
134808,R,OU,201110,31298,056,HXD,4,B+,3.3,XX,Y,NJ
134808,R,OU,201110,31282,056,HYY,4,B+,3.3,XX,Y,NJ
138160,X,IN,201110,24998,090,MYD,4,B+,3.3,YY,Y,NY
138160,X,IN,201110,31970,124,HMP,4,B+,3.3,YY,Y,NY
138160,X,IN,201110,31956,145,YCA,4,B+,3.3,YY,Y,NY
138160,X,IN,201110,27404,053,CCA,1,B+,3.3,YY,Y,NY
141306,E,OU,201110,29894,056,CCM,3,B+,3.3,YY,Y,PA
141306,E,OU,201110,19856,097,MCY,3,B+,3.3,YY,Y,PA
142180,K,IN,201110,19640,091,CYM,4,B+,3.3,YY,Y,NJ
144204,H,OU,201110,22190,022,YMX,3,B+,3.3,XX,Y,PA
146162,T,IN,201110,21096,013,MLC,4,B+,3.3,XX,Y,NJ
146162,T,IN,201110,32036,145,HCM,4,B+,3.3,XX,Y,NJ
146498,M,WI,201110,19860,097,MCY,3,B+,3.3,XX,Y,CA
147822,L,WI,201110,20588,101,MYA,3,B+,3.3,XX,Y,MA
147822,L,WI,201110,31744,014,CEX,4,B+,3.3,XX,Y,MA
147822,L,WI,201110,27704,046,CDH,3,B+,3.3,XX,Y,MA
147824,U,OU,201110,31766,120,YHH,4,B+,3.3,XX,Y,VT
147824,U,OU,201110,21238,036,YEC,4,B+,3.3,XX,Y,VT
147824,U,OU,201110,27704,046,CDH,3,B+,3.3,XX,Y,VT
149854,M,WI,201110,18664,029,CHY,4,B+,3.3,XX,Y,OH
149854,M,WI,201110,23704,105,MLM,3,B+,3.3,XX,Y,OH
152968,Z,OU,201110,19062,022,MYY,3,B+,3.3,XX,Y,NJ
152968,Z,OU,201110,28414,134,HMD,3,B+,3.3,XX,Y,NJ
152968,Z,OU,201110,31736,131,MMY,4,B+,3.3,XX,Y,NJ
154212,G,IN,201110,19530,056,CCM,3,B+,3.3,YY,Y,CT
154404,H,OU,201110,28926,078,CAM,4,B+,3.3,XX,Y,PA
154404,H,OU,201110,31716,078,YLX,4,B+,3.3,XX,Y,PA
155938,F,IN,201110,19862,097,MCY,3,B+,3.3,YY,Y,PA
162428,H,OU,201110,31766,120,YHH,4,B+,3.3,YY,Y,PA
164620,L,WI,201110,31766,120,YHH,4,B+,3.3,XX,Y,NH
164620,L,WI,201110,19156,003,HYE,3,B+,3.3,XX,Y,NH
164760,G,IN,201110,32232,059,MCY,3,B+,3.3,YY,Y,NJ
164962,H,OU,201110,21210,046,HHM,3,B+,3.3,XX,Y,NV
165890,E,OU,201110,21240,101,CMC,3,B+,3.3,YY,Y,NJ
170042,F,IN,201110,32224,053,CYM,3,B+,3.3,XX,Y,NY
170042,F,IN,201110,24396,145,CCY,4,B+,3.3,XX,Y,NY
170042,F,IN,201110,32140,109,MAH,3,B+,3.3,XX,Y,NY
172318,A,IN,201110,20626,019,HMD,3,B+,3.3,XX,Y,NJ
172318,A,IN,201110,30160,019,YHC,4,B+,3.3,XX,Y,NJ
172318,A,IN,201110,18708,121,CMM,1,B+,3.3,XX,Y,NJ
175760,K,IN,201110,21284,129,YMY,4,B+,3.3,YY,Y,NJ
176202,G,IN,201110,31744,014,CEX,4,B+,3.3,XX,Y,FL
176202,G,IN,201110,31964,078,HLY,4,B+,3.3,XX,Y,FL
176202,G,IN,201110,28842,124,YCE,4,B+,3.3,XX,Y,FL
176862,G,IN,201110,31814,012,CLM,4,B+,3.3,XX,Y,ME
176882,G,IN,201110,31814,012,CLM,4,B+,3.3,XX,Y,ME
180682,L,WI,201110,18884,026,MAA,3,B+,3.3,XX,Y,NJ
180682,D,OU,201110,18884,026,MAA,3,B+,3.3,XX,Y,NJ
180682,L,WI,201110,28692,029,HAH,2,B+,3.3,XX,Y,NJ
180682,L,WI,201110,30760,029,YYM,3,B+,3.3,XX,Y,NJ
180682,D,OU,201110,28692,029,HAH,2,B+,3.3,XX,Y,NJ
180682,D,OU,201110,30760,029,YYM,3,B+,3.3,XX,Y,NJ
183148,U,OU,201110,31830,012,MMC,4,B+,3.3,XX,Y,NJ
183436,G,IN,201110,32134,109,MAH,3,B+,3.3,XX,Y,MA
183532,G,IN,201110,28114,105,MLM,3,B+,3.3,XX,Y,MD
183532,G,IN,201110,19058,105,MYY,3,B+,3.3,XX,Y,MD
184482,V,IN,201110,18708,121,CMM,1,B+,3.3,XX,Y,CA
184482,V,IN,201110,26682,121,CYH,3,B+,3.3,XX,Y,CA
185514,M,WI,201110,19560,056,YMA,4,B+,3.3,XX,Y,PA
190844,L,WI,201110,21192,085,MMC,3,B+,3.3,XX,Y,
192966,T,IN,201110,22190,022,YMX,3,B+,3.3,YY,Y,NJ
196854,J,WI,201110,28414,134,HMD,3,B+,3.3,XX,Y,NJ
201666,G,IN,201110,31814,012,CLM,4,B+,3.3,XX,Y,CT
202606,B,WI,201110,27406,060,CCA,1,B+,3.3,XX,Y,WA
203004,E,OU,201110,29268,120,MHL,4,B+,3.3,XX,Y,FL
203100,T,IN,201110,26496,086,CCM,2,B+,3.3,YY,Y,NY
203100,T,IN,201110,19140,003,YLM,3,B+,3.3,YY,Y,NY
203100,T,IN,201110,25676,145,YLM,4,B+,3.3,YY,Y,NY
204128,E,OU,201110,26132,124,MAC,4,B+,3.3,XX,Y,NJ
204128,E,OU,201110,31958,124,MXA,4,B+,3.3,XX,Y,NJ
204152,S,IN,201110,32058,134,YDE,3,B+,3.3,YY,Y,MN
204152,S,IN,201110,21132,048,YAE,3,B+,3.3,YY,Y,MN
204666,E,OU,201110,26954,109,MAH,3,B+,3.3,XX,Y,NE
204666,E,OU,201110,32296,134,HCP,3,B+,3.3,XX,Y,NE
204666,E,OU,201110,19876,134,HAM,3,B+,3.3,XX,Y,NE
205154,X,IN,201110,26886,063,YML,3,B+,3.3,YY,Y,PA
205154,X,IN,201110,19140,003,YLM,3,B+,3.3,YY,Y,PA
206094,R,OU,201110,32152,087,CYC,4,B+,3.3,YY,Y,PA
206134,U,OU,201110,23344,019,CAM,1,B+,3.3,YY,Y,OH
